Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,A1BG,Alpha-1B-glycoprotein,17814,132,0.85 [0.31-2.30],0.75135792437238
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,AAMDC,Mth938 domain-containing protein,17303,122,0.95 [0.68-1.32],0.7512063936716838
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,20444,149,1.21 [0.94-1.56],0.1469055442509491
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABCA2,ATP-binding cassette sub-family A member 2,17176,126,1.51 [0.98-2.33],0.0642365893544239
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABHD14B,Protein ABHD14B,20294,148,0.99 [0.76-1.29],0.9514575977015608
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABL1,Tyrosine-protein kinase ABL1,20444,149,0.94 [0.75-1.17],0.5619893140039539
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABO,Histo-blood group ABO system transferase,17817,133,0.97 [0.86-1.09],0.5869347193006873
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABRAXAS2,BRISC complex subunit Abraxas 2,17176,126,1.08 [0.83-1.39],0.5674722759405263
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",20044,145,1.06 [0.89-1.26],0.540175733874444
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",17491,127,1.12 [0.90-1.40],0.2924946739694739
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",17811,129,1.04 [0.87-1.26],0.6465856728264306
