Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,A1BG,Alpha-1B-glycoprotein,18096,118,0.78 [0.27-2.21],0.6359200276075037
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AAMDC,Mth938 domain-containing protein,17588,114,1.21 [0.86-1.70],0.2804116783416499
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,AARSD1,Alanyl-tRNA editing protein Aarsd1,20703,129,1.05 [0.79-1.39],0.752317981075161
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABCA2,ATP-binding cassette sub-family A member 2,17459,115,0.95 [0.56-1.59],0.8392251595869489
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABHD14B,Protein ABHD14B,20580,128,1.00 [0.75-1.32],0.9831101364998738
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABL1,Tyrosine-protein kinase ABL1,20703,129,0.96 [0.76-1.21],0.7225505604829805
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABO,Histo-blood group ABO system transferase,18096,118,1.00 [0.88-1.13],0.9510859907764402
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ABRAXAS2,BRISC complex subunit Abraxas 2,17459,115,1.08 [0.82-1.42],0.5825051462348283
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",20322,124,1.01 [0.83-1.23],0.9105618056911724
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",17768,118,0.99 [0.76-1.29],0.9549705431242518
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18073,118,1.04 [0.85-1.27],0.6970741160562
