"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9768919","R-HSA-9768919","NPAS4 regulates expression of target genes","1/1","22/11009",0.0019983649741121,0.00308838223271857,NA,"RBFOX3",1
"R-HSA-9634815","R-HSA-9634815","Transcriptional Regulation by NPAS4","1/1","34/11009",0.00308838223271857,0.00308838223271857,NA,"RBFOX3",1
