"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-442982","R-HSA-442982","Ras activation upon Ca2+ influx through NMDA receptor","1/1","21/10891",0.00192819759434393,0.00745569736479679,NA,"NEFL",1
"R-HSA-438066","R-HSA-438066","Unblocking of NMDA receptors, glutamate binding and activation","1/1","22/10891",0.00202001652740802,0.00745569736479679,NA,"NEFL",1
"R-HSA-9617324","R-HSA-9617324","Negative regulation of NMDA receptor-mediated neuronal transmission","1/1","22/10891",0.00202001652740802,0.00745569736479679,NA,"NEFL",1
"R-HSA-9620244","R-HSA-9620244","Long-term potentiation","1/1","24/10891",0.00220365439353587,0.00745569736479679,NA,"NEFL",1
"R-HSA-442742","R-HSA-442742","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling","1/1","29/10891",0.002662749058856,0.00745569736479679,NA,"NEFL",1
"R-HSA-9609736","R-HSA-9609736","Assembly and cell surface presentation of NMDA receptors","1/1","41/10891",0.00376457625562387,0.00878401126312238,NA,"NEFL",1
"R-HSA-438064","R-HSA-438064","Post NMDA receptor activation events","1/1","80/10891",0.00734551464511979,0.0146910292902396,NA,"NEFL",1
"R-HSA-442755","R-HSA-442755","Activation of NMDA receptors and postsynaptic events","1/1","93/10891",0.00853916077495176,0.0149435313561656,NA,"NEFL",1
"R-HSA-112314","R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission","1/1","205/10891",0.0188228812781197,0.0292800375437418,NA,"NEFL",1
"R-HSA-112315","R-HSA-112315","Transmission across Chemical Synapses","1/1","270/10891",0.0247911119272793,0.0306369173323541,NA,"NEFL",1
"R-HSA-5673001","R-HSA-5673001","RAF/MAP kinase cascade","1/1","280/10891",0.0257093012579193,0.0306369173323541,NA,"NEFL",1
"R-HSA-5684996","R-HSA-5684996","MAPK1/MAPK3 signaling","1/1","286/10891",0.0262602148563035,0.0306369173323541,NA,"NEFL",1
"R-HSA-5683057","R-HSA-5683057","MAPK family signaling cascades","1/1","325/10891",0.0298411532457993,0.0321366265723992,NA,"NEFL",1
"R-HSA-112316","R-HSA-112316","Neuronal System","1/1","410/10891",0.0376457625562391,0.0376457625562391,NA,"NEFL",1
