"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-4641263","R-HSA-4641263","Regulation of FZD by ubiquitination","2/20","21/10891",0.000658892290776982,0.0382914125229789,0.0333970214486132,"RSPO1/RSPO3",2
"R-HSA-201556","R-HSA-201556","Signaling by ALK","2/20","27/10891",0.0010940403577994,0.0382914125229789,0.0333970214486132,"PTN/MDK",2
