"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","3/24","47/10891",0.00014306957770122,0.0164530014356412,0.0108431679941983,"CSF1/TNFRSF1A/TNFRSF1B",3
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","6/24","473/10891",0.00044829957324981,0.0257772254618643,0.0169881943547298,"CSF1/HAVCR2/HGF/LGALS9/TNFRSF1A/TNFRSF1B",6
