"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","6/22","29/10891",1.4874763098114e-11,1.93371920275482e-09,1.22129633858199e-09,"TNFRSF9/TNFRSF13B/EDA2R/CD27/TNFRSF8/TNFRSF4",6
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","7/22","102/10891",7.80002768917978e-10,5.07001799796686e-08,3.20211663029486e-08,"TNFRSF9/TNFRSF13B/EDA2R/CD27/TNFRSF8/TNFRSF12A/TNFRSF4",7
