"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","4/19","134/10891",7.35816368714761e-05,0.0130239497262513,0.0090621594883818,"KLRK1/KIR2DL2/CRTAM/COL1A1",4
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","4/19","223/10891",0.000520712818850709,0.0460830844682878,0.03206494726607,"AREG/JUN/ERBB4/TFF1",4
