Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CDKL5,Cyclin-dependent kinase-like 5,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,22170,219,0.69 [0.51-0.93],0.0137981197478491
CDKL5,Cyclin-dependent kinase-like 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22943,1286,1.10 [1.01-1.21],0.0297304361947949
CDKL5,Cyclin-dependent kinase-like 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22943,1286,1.10 [1.01-1.21],0.0297304361947949
CDKL5,Cyclin-dependent kinase-like 5,Chapter VI Diseases of the nervous system,Generalized epilepsy,23129,42,1.46 [1.02-2.07],0.0360984075208335
CDKL5,Cyclin-dependent kinase-like 5,Chapter VI Diseases of the nervous system,"Migraine, unspecified, drug-induced",23343,391,1.17 [1.00-1.37],0.0487387767474779
CDKL5,Cyclin-dependent kinase-like 5,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other inflammation of eyelid,22527,84,1.35 [1.02-1.78],0.0366418671532975
CDKL5,Cyclin-dependent kinase-like 5,Chapter X Diseases of the respiratory system,Pleural plaque,21829,39,1.45 [1.00-2.09],0.047978177088711
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,Chronic pancreatitis,21383,34,0.31 [0.13-0.76],0.0102048240117743
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,Embedded and impacted teeth,23355,56,1.57 [1.17-2.12],0.0029851742222436
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",22703,34,1.55 [1.09-2.19],0.0138330373563041
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,Impacted teeth,23363,51,1.60 [1.19-2.16],0.0020047680303575
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,Intestinal adhesions without obstruction,16835,84,1.41 [1.07-1.87],0.0159350747359893
CDKL5,Cyclin-dependent kinase-like 5,Chapter XI Diseases of the digestive system,Palatinal maxillary canine,23346,65,1.46 [1.08-1.98],0.0138121054335355
CDKL5,Cyclin-dependent kinase-like 5,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of pigmentation,21557,55,0.46 [0.24-0.90],0.0240068736764639
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Adhesive capsulitis of shoulder,19998,113,0.44 [0.28-0.71],0.0006858717661472
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibromyalgia,20222,337,0.76 [0.60-0.96],0.0215217646810314
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Impingement syndrome of shoulder,20174,289,0.75 [0.58-0.96],0.024616654024052
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,22433,1557,1.09 [1.00-1.18],0.0443121553780095
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,18434,2606,1.08 [1.01-1.15],0.0222963430860754
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified seropositive rheumatoid arthritis,23414,59,0.32 [0.16-0.62],0.0008881323229321
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",23420,65,0.32 [0.17-0.62],0.0006248209039626
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,23309,197,0.67 [0.49-0.92],0.0132061734570457
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIV Diseases of the genitourinary system,"Other chronic cystitis, drug-induced",23432,56,0.44 [0.22-0.85],0.0153380818810055
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIV Diseases of the genitourinary system,Postmenopausal bleeding,17968,494,1.26 [1.10-1.44],0.0006796875993626
CDKL5,Cyclin-dependent kinase-like 5,Chapter XIV Diseases of the genitourinary system,Urolithiasis,23338,226,0.75 [0.57-1.00],0.0470674938286349
