Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",23718,1159,1.16 [1.02-1.33],0.0273994820701115
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,23235,3047,1.09 [1.00-1.18],0.0487961587893557
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),23442,2471,1.14 [1.04-1.26],0.0041304885460128
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,23727,1172,1.18 [1.03-1.34],0.0161317050620117
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,22394,695,1.22 [1.03-1.44],0.0233536899570419
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,21634,795,1.24 [1.06-1.46],0.0071968100996892
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,16806,1426,1.32 [1.18-1.48],2.303765223685537e-06
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,21489,317,1.49 [1.18-1.87],0.0006920284659076
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,23917,1362,1.19 [1.06-1.35],0.004814176075614
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,22853,294,1.35 [1.05-1.74],0.0184203941423372
REG3G,Regenerating islet-derived protein 3-gamma,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,22786,227,1.43 [1.08-1.89],0.0114173989900767
REG3G,Regenerating islet-derived protein 3-gamma,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,22346,85,1.60 [1.04-2.45],0.0328923218323854
REG3G,Regenerating islet-derived protein 3-gamma,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,22328,67,1.83 [1.19-2.82],0.0057966045154877
REG3G,Regenerating islet-derived protein 3-gamma,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,23796,101,1.86 [1.33-2.61],0.0003273194191101
REG3G,Regenerating islet-derived protein 3-gamma,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,23521,54,1.72 [1.04-2.86],0.0350270484721979
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,24003,312,1.46 [1.16-1.85],0.0013223610421223
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,23314,4089,1.08 [1.01-1.17],0.0278114820445653
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,23677,1313,1.15 [1.01-1.30],0.0315972607032095
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",23289,138,1.49 [1.05-2.12],0.0250446458459641
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,"Cardiomyopathy, other and unspecified",20988,71,1.69 [1.08-2.64],0.0203850598336914
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Endocarditis,20964,47,1.78 [1.06-2.99],0.0296363726794052
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,"Heart failure, strict",24002,729,1.20 [1.01-1.42],0.0336906596716626
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Hypotension,23970,928,1.23 [1.06-1.42],0.0068883910080855
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Other aneurysm,23201,50,1.98 [1.29-3.06],0.001878074505698
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,23321,170,1.51 [1.10-2.06],0.0098391470980269
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Other embolism and thrombosis,22593,42,1.82 [1.05-3.13],0.0313761286510302
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,21594,677,1.26 [1.06-1.49],0.0088214309105536
REG3G,Regenerating islet-derived protein 3-gamma,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,14609,251,1.48 [1.13-1.94],0.0042968209553518
REG3G,Regenerating islet-derived protein 3-gamma,Chapter VI Diseases of the nervous system,Motor neuron disease,16607,115,1.59 [1.11-2.28],0.0123374703411387
REG3G,Regenerating islet-derived protein 3-gamma,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",23354,1217,1.18 [1.03-1.34],0.0150500512215225
REG3G,Regenerating islet-derived protein 3-gamma,Chapter VI Diseases of the nervous system,"Other and unspecified nerve root and plexus disorders, also in other diseases",22508,371,1.28 [1.02-1.61],0.0330399835255495
REG3G,Regenerating islet-derived protein 3-gamma,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",24035,194,1.47 [1.09-1.97],0.0104475129610409
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Astigmatism,23682,429,1.24 [1.00-1.54],0.0486893445108903
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",23717,655,1.21 [1.01-1.44],0.0374400861879792
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of cornea,23934,248,1.47 [1.13-1.92],0.0039152673319706
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of eyelid,23399,337,1.30 [1.02-1.65],0.0312713038159163
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of optic [2nd] nerve and visual pathways,24062,48,1.78 [1.06-3.01],0.0303255065989731
REG3G,Regenerating islet-derived protein 3-gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other specified and unspecified retinal disorders,23106,95,1.71 [1.14-2.55],0.0087890574596985
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22249,4510,1.11 [1.03-1.18],0.0046798026078518
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Influenza and pneumonia,23911,1430,1.21 [1.08-1.36],0.0015925924966916
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Other diseases of pleura,23918,1518,1.20 [1.07-1.34],0.0023837054055194
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,24005,1035,1.23 [1.07-1.42],0.0030963505509517
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Pleural effusion,23121,721,1.22 [1.03-1.44],0.0215200975107383
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",23696,1215,1.23 [1.08-1.40],0.0015932718884852
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Pulmonary oedema,23765,54,2.07 [1.32-3.23],0.0014529751846225
REG3G,Regenerating islet-derived protein 3-gamma,Chapter X Diseases of the respiratory system,Viral pneumonia,22667,186,1.48 [1.09-2.00],0.0114144820549746
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC)",22014,71,1.79 [1.17-2.74],0.0073076479313511
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC), with reimbursement 202",23714,71,1.78 [1.16-2.73],0.0088700233988905
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",24016,64,1.83 [1.17-2.86],0.0085113856083735
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Constipation,23788,1483,1.20 [1.07-1.35],0.0023386096594963
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Dental caries,23355,203,0.64 [0.45-0.91],0.0125602738632281
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Diseases of liver,24000,698,1.29 [1.09-1.52],0.0025276970854214
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",22075,4053,1.12 [1.04-1.21],0.001878012219311
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Diseases of the digestive system,23831,1208,1.23 [1.08-1.40],0.0016295812752507
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",23336,1393,1.15 [1.02-1.30],0.0210057502407771
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Functional dyspepsia,18610,588,1.24 [1.03-1.49],0.0202079972961772
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,20464,2442,1.13 [1.03-1.24],0.0102435630707864
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,18840,7375,1.07 [1.02-1.13],0.0104090936593976
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,GI-bleeding,23590,967,1.19 [1.03-1.38],0.0185462401149879
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",23334,32,2.19 [1.25-3.84],0.0062154162667039
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of gallbladder,22110,167,1.39 [1.00-1.92],0.0484132754531369
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of intestines,22183,4989,1.10 [1.03-1.17],0.0045492942507626
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of liver,23884,582,1.25 [1.04-1.50],0.0177287578781665
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of pancreas,22081,138,1.51 [1.07-2.14],0.0203223649070469
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,18965,943,1.17 [1.01-1.35],0.0380826007743859
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,23606,983,1.21 [1.05-1.40],0.0099472117869993
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other disorders of teeth and supporting structures,23307,155,0.66 [0.44-0.99],0.0431108216814513
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,18727,1533,1.22 [1.09-1.36],0.0007616346208283
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,23393,91,1.72 [1.17-2.54],0.006337943767151
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",17488,294,1.30 [1.01-1.67],0.0424464205654537
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",22745,122,1.50 [1.04-2.17],0.0316077678790651
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XI Diseases of the digestive system,Volvulus,17268,74,0.49 [0.27-0.90],0.0205487662301074
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,22361,281,1.55 [1.21-1.97],0.0004047862461755
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XII Diseases of the skin and subcutaneous tissue,"Lichen planus, including avohilmo",24069,69,0.45 [0.24-0.84],0.0121465682646187
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,22169,89,1.70 [1.15-2.50],0.0073615009805006
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,24013,281,0.67 [0.50-0.91],0.009018206712267
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervical disc disorders,20670,135,1.47 [1.03-2.09],0.0343512910676485
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of muscles,20554,121,1.47 [1.01-2.13],0.0424721157985671
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,23181,2646,1.13 [1.03-1.23],0.0075331400536297
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,21165,630,1.25 [1.04-1.49],0.0150207271608087
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,18951,2686,1.09 [1.00-1.20],0.0493258871393275
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other articular cartilage disorders,16326,61,0.49 [0.25-0.94],0.0327009931423005
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",22321,1786,1.13 [1.01-1.26],0.0268955004405466
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,18016,1751,1.14 [1.03-1.28],0.0151190047383252
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified seropositive rheumatoid arthritis,24062,59,0.51 [0.26-1.00],0.0491304419238412
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,18477,806,1.23 [1.05-1.44],0.0095684293254326
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18595,2330,1.11 [1.01-1.22],0.0321051441934655
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,20787,252,1.40 [1.07-1.83],0.0129222135469148
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Seropositive rheumatoid arthritis, wide",24068,65,0.50 [0.26-0.94],0.0301756890813369
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sicca syndrome [Sjgren],23269,150,1.41 [1.00-1.98],0.0470420514497587
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,21020,485,1.29 [1.06-1.57],0.0127734100844437
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylolisthesis/Spondylolysis,20754,219,1.40 [1.06-1.86],0.0197704453802473
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylosis,21571,1036,1.20 [1.04-1.38],0.0124880199633576
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,23334,215,1.43 [1.08-1.89],0.013357575423462
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Acute renal failure,23240,1042,1.29 [1.13-1.48],0.0002558451687045
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23364,1166,1.42 [1.26-1.61],2.8635549515118227e-08
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,23943,59,1.73 [1.06-2.81],0.0282372138912096
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Dialysis,22243,45,2.51 [1.74-3.62],9.5628002429831e-07
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Disorders of breast,23666,290,1.30 [1.00-1.67],0.0462496548583788
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,18720,4338,1.11 [1.04-1.19],0.0028392490700637
REG3G,Regenerating islet-derived protein 3-gamma,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,24036,323,1.31 [1.03-1.67],0.0281521186261164
