Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,23139,72,1.30 [1.04-1.63],0.0221892122955691
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter II Neoplasms,Carcinoma in situ of breast,18908,119,0.53 [0.31-0.90],0.018567961482977
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter II Neoplasms,Lymphoid leukaemia,18979,34,1.45 [1.11-1.90],0.0071531259337223
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",19005,60,1.37 [1.08-1.74],0.009356380836251
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter II Neoplasms,"Malignant neoplasm of pancreas, excluding all cancers (controls excluding all cancers)",19036,91,1.31 [1.08-1.60],0.0064659218217344
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,18860,237,0.68 [0.50-0.94],0.0189131840276681
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,19093,470,0.81 [0.67-0.99],0.0359702575444739
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter VI Diseases of the nervous system,Lesion of plantar nerve,21572,111,1.24 [1.01-1.53],0.0403738266337644
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter VI Diseases of the nervous system,Other facial nerve disorders,21538,77,0.51 [0.26-1.00],0.0495981429753522
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter VI Diseases of the nervous system,Systemic atrophies primarily affecting the central nervous system,23335,137,0.54 [0.33-0.88],0.0134299904165644
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Myopia,22715,182,1.20 [1.02-1.41],0.0302628897803242
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of eye and adnexa,23325,140,1.28 [1.09-1.52],0.0029856738801907
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other inflammation of eyelid,22435,80,1.31 [1.05-1.62],0.0162486418415924
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,23253,683,0.81 [0.70-0.96],0.0115496756399976
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,23037,467,0.79 [0.65-0.96],0.0199861775422159
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC)",21338,68,1.41 [1.15-1.73],0.001040140011223
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC), with reimbursement 202",22987,68,1.41 [1.15-1.72],0.0008724710751609
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,Collagenous colitis,21730,94,1.26 [1.01-1.58],0.0395336000733582
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,Other diseases of pancreas,21404,134,1.26 [1.06-1.51],0.0105949655328901
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,Toxic colitis,21690,54,0.39 [0.16-0.95],0.0374103914216141
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,Ulcerative colitis,21781,145,1.27 [1.07-1.50],0.0074213481021427
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,16837,166,0.68 [0.46-1.00],0.0475376674217616
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,22522,111,1.24 [1.01-1.53],0.0356029181477928
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,19869,65,1.35 [1.07-1.70],0.0127166231325505
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified disorders of  bone/cartilage,20925,128,0.63 [0.40-1.00],0.0476521719242725
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Soft tissue disorders related to use, overuse and pressure",19940,136,1.25 [1.04-1.51],0.0198026184868685
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,19918,114,1.32 [1.10-1.59],0.0034143967676247
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Other noninflammatory disorders of cervix uteri,17517,133,1.25 [1.04-1.50],0.0196853384276661
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Other specified disorders of kidney and ureter,23084,106,0.45 [0.25-0.83],0.0099372495372891
PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,21585,78,1.33 [1.07-1.66],0.0095357425881764
