Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Smoking dependency,AGRN,Agrin,21626,50,4.29 [2.79-6.59],3.442058977676075e-11
Chapter V Mental and behavioural disorders,Smoking dependency,CCL21,C-C motif chemokine 21,21626,50,2.56 [1.91-3.43],2.3432988480878873e-10
Chapter V Mental and behavioural disorders,Smoking dependency,CST3,Cystatin-C,21618,50,6.03 [3.40-10.69],7.909929687715905e-10
Chapter V Mental and behavioural disorders,Smoking dependency,EDA2R,Tumor necrosis factor receptor superfamily member 27,21710,51,3.90 [2.58-5.89],1.1510513893633598e-10
Chapter V Mental and behavioural disorders,Smoking dependency,GDF15,Growth/differentiation factor 15,21803,51,3.31 [2.34-4.68],1.4957655717685454e-11
Chapter V Mental and behavioural disorders,Smoking dependency,HAVCR1,Hepatitis A virus cellular receptor 1,21674,51,2.43 [1.84-3.21],3.230238784932757e-10
Chapter V Mental and behavioural disorders,Smoking dependency,HGF,Hepatocyte growth factor,21748,50,4.34 [2.71-6.95],9.62857271852571e-10
Chapter V Mental and behavioural disorders,Smoking dependency,IL6,Interleukin-6,21441,49,1.73 [1.45-2.06],7.590063079700517e-10
Chapter V Mental and behavioural disorders,Smoking dependency,LGALS4,Galectin-4,21525,50,3.12 [2.17-4.47],6.334858137021471e-10
Chapter V Mental and behavioural disorders,Smoking dependency,MMP12,Macrophage metalloelastase,21533,51,3.07 [2.19-4.30],7.645274006045162e-11
Chapter V Mental and behavioural disorders,Smoking dependency,PIGR,Polymeric immunoglobulin receptor,21260,50,5.83 [3.37-10.06],2.5878551521163387e-10
Chapter V Mental and behavioural disorders,Smoking dependency,PRSS8,Prostasin,21450,50,5.71 [3.51-9.28],2.195950176773632e-12
Chapter V Mental and behavioural disorders,Smoking dependency,RNF149,E3 ubiquitin-protein ligase RNF149,18300,44,4.62 [2.83-7.55],9.477623896075662e-10
Chapter V Mental and behavioural disorders,Smoking dependency,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,21548,50,5.38 [3.16-9.18],6.28570837624976e-10
Chapter V Mental and behavioural disorders,Smoking dependency,VSIG4,V-set and immunoglobulin domain-containing protein 4,21520,50,3.85 [2.51-5.90],7.057562549641661e-10
Chapter V Mental and behavioural disorders,Smoking dependency,WFDC2,WAP four-disulfide core domain protein 2,20475,44,4.19 [2.88-6.11],7.856748724525861e-14
