Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",A1BG,Alpha-1B-glycoprotein,19722,1922,1.72 [1.32-2.23],5.612883778329153e-05
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",AAMDC,Mth938 domain-containing protein,19196,1879,1.00 [0.92-1.09],0.9794155780062548
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",AARSD1,Alanyl-tRNA editing protein Aarsd1,22524,2294,1.16 [1.09-1.24],8.8561534588829e-06
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABCA2,ATP-binding cassette sub-family A member 2,19020,1828,1.27 [1.13-1.44],9.58104960146944e-05
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABHD14B,Protein ABHD14B,22369,2276,1.12 [1.04-1.19],0.0011035952591622
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABL1,Tyrosine-protein kinase ABL1,22524,2294,1.14 [1.08-1.20],2.057091364259358e-06
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABO,Histo-blood group ABO system transferase,19704,1920,1.00 [0.97-1.03],0.934737564038728
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ABRAXAS2,BRISC complex subunit Abraxas 2,19020,1828,1.08 [1.01-1.16],0.0207157357724671
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22124,2242,1.08 [1.03-1.13],0.0016910775602935
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19336,1889,1.00 [0.94-1.06],0.9887548320421964
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19689,1913,0.99 [0.94-1.04],0.6980166867562203
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACAN,Aggrecan core protein,22411,2285,0.83 [0.73-0.95],0.0071148967512781
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACE,Angiotensin-converting enzyme,19704,1920,1.09 [0.93-1.28],0.2935107404695493
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACE2,Angiotensin-converting enzyme 2,22206,2252,1.26 [1.18-1.34],3.438492198959113e-12
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACHE,Acetylcholinesterase,19270,1884,1.02 [0.90-1.17],0.7311129207359295
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACOT13,Acyl-coenzyme A thioesterase 13,19591,1907,1.05 [1.01-1.09],0.0191005346855358
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,22635,2309,1.09 [1.01-1.16],0.0214568608663701
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACP1,Low molecular weight phosphotyrosine protein phosphatase,19114,1856,0.90 [0.82-1.00],0.0460546202244756
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACP5,Tartrate-resistant acid phosphatase type 5,22748,2312,1.21 [1.08-1.35],0.0009492841529467
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACP6,Lysophosphatidic acid phosphatase type 6,22776,2311,1.13 [1.06-1.19],4.376442465451901e-05
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACRBP,Acrosin-binding protein,19599,1914,1.05 [0.94-1.16],0.4221133670925806
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACRV1,Acrosomal protein SP-10,19114,1856,1.04 [0.99-1.10],0.12331031496706
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACSL1,Long-chain-fatty-acid--CoA ligase 1,19020,1828,0.99 [0.88-1.12],0.90882782987739
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTA2,"Actin, aortic smooth muscle",22206,2252,1.54 [1.44-1.64],1.0843788506385403e-39
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTN2,Alpha-actinin-2,19020,1828,1.18 [1.10-1.27],4.190844241174585e-06
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACTN4,Alpha-actinin-4,22200,2247,1.16 [1.05-1.29],0.0043096016661228
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACVRL1,Serine/threonine-protein kinase receptor R3,22394,2278,3.14 [2.78-3.54],1.0452487007847463e-76
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACY1,Aminoacylase-1,22635,2309,1.02 [0.96-1.08],0.596365258384913
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19020,1828,1.09 [1.01-1.19],0.0272315928245024
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ACYP1,Acylphosphatase-1,19199,1877,1.09 [1.02-1.17],0.0117288334435003
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADA,Adenosine deaminase,22854,2318,1.19 [1.08-1.31],0.0005629607423145
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADA2,Adenosine deaminase 2,22521,2290,1.78 [1.64-1.93],1.1832460756808405e-45
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19114,1856,2.12 [1.88-2.38],6.200109764475765e-37
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22206,2252,1.27 [1.13-1.43],9.77284498542285e-05
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22428,2283,1.10 [0.99-1.21],0.0794744575909953
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,22854,2318,1.06 [0.95-1.18],0.2735484038001961
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22771,2324,2.03 [1.81-2.27],3.6445748272501923e-34
Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19591,1907,2.02 [1.77-2.30],2.739857162460465e-25
