Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Oesophagitis,A1BG,Alpha-1B-glycoprotein,14639,609,2.48 [1.55-3.96],0.000148540419711
Chapter XI Diseases of the digestive system,Oesophagitis,AAMDC,Mth938 domain-containing protein,14259,589,0.97 [0.84-1.13],0.7054892586722985
Chapter XI Diseases of the digestive system,Oesophagitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,16632,690,0.89 [0.79-1.01],0.0654875671695181
Chapter XI Diseases of the digestive system,Oesophagitis,ABCA2,ATP-binding cassette sub-family A member 2,14126,589,1.26 [1.02-1.55],0.0326347569873375
Chapter XI Diseases of the digestive system,Oesophagitis,ABHD14B,Protein ABHD14B,16501,683,0.92 [0.82-1.04],0.1804908626326623
Chapter XI Diseases of the digestive system,Oesophagitis,ABL1,Tyrosine-protein kinase ABL1,16632,690,1.06 [0.96-1.17],0.2660876471982255
Chapter XI Diseases of the digestive system,Oesophagitis,ABO,Histo-blood group ABO system transferase,14629,611,1.02 [0.96-1.07],0.5772255696147273
Chapter XI Diseases of the digestive system,Oesophagitis,ABRAXAS2,BRISC complex subunit Abraxas 2,14126,589,0.99 [0.88-1.12],0.912986561644986
Chapter XI Diseases of the digestive system,Oesophagitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",16341,682,1.15 [1.06-1.25],0.0006484107382794
Chapter XI Diseases of the digestive system,Oesophagitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",14369,600,1.05 [0.95-1.17],0.3197875725496156
Chapter XI Diseases of the digestive system,Oesophagitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",14626,609,1.04 [0.96-1.14],0.3320558087257111
Chapter XI Diseases of the digestive system,Oesophagitis,ACAN,Aggrecan core protein,16531,695,1.03 [0.81-1.31],0.8097660921520726
Chapter XI Diseases of the digestive system,Oesophagitis,ACE,Angiotensin-converting enzyme,14629,611,1.03 [0.78-1.37],0.8132292641113871
Chapter XI Diseases of the digestive system,Oesophagitis,ACE2,Angiotensin-converting enzyme 2,16405,690,1.21 [1.07-1.36],0.002504695794672
Chapter XI Diseases of the digestive system,Oesophagitis,ACHE,Acetylcholinesterase,14326,597,0.90 [0.70-1.14],0.3741919062225014
Chapter XI Diseases of the digestive system,Oesophagitis,ACOT13,Acyl-coenzyme A thioesterase 13,14544,607,1.05 [0.98-1.12],0.1993719126354216
Chapter XI Diseases of the digestive system,Oesophagitis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,16692,703,1.08 [0.95-1.23],0.2289082319030167
Chapter XI Diseases of the digestive system,Oesophagitis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,14190,587,0.69 [0.57-0.84],0.0001752892631812
Chapter XI Diseases of the digestive system,Oesophagitis,ACP5,Tartrate-resistant acid phosphatase type 5,16783,704,1.13 [0.92-1.40],0.248361267212838
Chapter XI Diseases of the digestive system,Oesophagitis,ACP6,Lysophosphatidic acid phosphatase type 6,16816,706,1.05 [0.95-1.17],0.3017168345930167
Chapter XI Diseases of the digestive system,Oesophagitis,ACRBP,Acrosin-binding protein,14559,607,1.08 [0.89-1.31],0.4379431181954806
Chapter XI Diseases of the digestive system,Oesophagitis,ACRV1,Acrosomal protein SP-10,14190,587,0.96 [0.87-1.06],0.4406136418354236
Chapter XI Diseases of the digestive system,Oesophagitis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,14126,589,1.20 [0.99-1.45],0.0597202748848349
Chapter XI Diseases of the digestive system,Oesophagitis,ACTA2,"Actin, aortic smooth muscle",16405,690,1.15 [1.00-1.32],0.0586646068142566
Chapter XI Diseases of the digestive system,Oesophagitis,ACTN2,Alpha-actinin-2,14126,589,1.09 [0.95-1.24],0.2199900426463295
Chapter XI Diseases of the digestive system,Oesophagitis,ACTN4,Alpha-actinin-4,16390,687,0.99 [0.80-1.22],0.919404793830734
