Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,22260,125,3.10 [2.47-3.89],1.4092083219964646e-22
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,20513,163,2.34 [1.80-3.05],3.012614431220097e-10
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,20690,340,2.05 [1.66-2.54],3.789561393434053e-11
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,23837,229,2.07 [1.64-2.61],9.759155146538415e-10
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,20459,109,2.66 [1.97-3.58],1.5142516020788327e-10
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,23696,88,2.85 [2.27-3.58],1.528787888686917e-19
PPL,Periplakin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,23567,1310,1.58 [1.39-1.79],5.2364963841336836e-12
PPL,Periplakin,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18501,41,3.83 [2.90-5.06],3.468837898411704e-21
PPL,Periplakin,Chapter XI Diseases of the digestive system,Diseases of liver,23820,650,1.78 [1.50-2.10],2.3310986352477684e-11
PPL,Periplakin,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,23900,332,2.00 [1.64-2.45],1.4218562882974703e-11
PPL,Periplakin,Chapter XI Diseases of the digestive system,Other diseases of liver,23688,518,1.81 [1.51-2.17],2.300752952417224e-10
PPL,Periplakin,Chapter XIV Diseases of the genitourinary system,Acute renal failure,23474,729,1.70 [1.44-2.01],4.404764125130305e-10
PPL,Periplakin,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23294,549,2.21 [1.93-2.54],2.6912737982796452e-30
PPL,Periplakin,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,23769,1294,1.72 [1.53-1.95],1.7028109689773033e-18
