,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.655 [0.645 - 0.665],0.609 [0.605 - 0.613],0.610 [0.594 - 0.628],0.609 [0.605 - 0.614],0.092 [0.088 - 0.096],0.219 [0.202 - 0.237],0.160 [0.154 - 0.166]
Demographic,0.646 [0.636 - 0.656],0.604 [0.600 - 0.608],0.605 [0.587 - 0.620],0.604 [0.600 - 0.609],0.091 [0.087 - 0.094],0.209 [0.190 - 0.226],0.157 [0.151 - 0.163]
Protein+Demographic,0.672 [0.663 - 0.682],0.623 [0.619 - 0.627],0.624 [0.608 - 0.641],0.623 [0.619 - 0.627],0.097 [0.094 - 0.101],0.248 [0.230 - 0.265],0.169 [0.162 - 0.175]
