,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.898 [0.865 - 0.928],0.829 [0.825 - 0.833],0.831 [0.754 - 0.904],0.829 [0.825 - 0.833],0.016 [0.013 - 0.019],0.660 [0.582 - 0.734],0.031 [0.025 - 0.038]
Demographic,0.841 [0.807 - 0.868],0.787 [0.783 - 0.791],0.789 [0.711 - 0.859],0.787 [0.783 - 0.791],0.012 [0.010 - 0.015],0.577 [0.500 - 0.645],0.024 [0.019 - 0.029]
Protein+Demographic,0.908 [0.877 - 0.936],0.829 [0.825 - 0.833],0.832 [0.752 - 0.903],0.829 [0.825 - 0.833],0.016 [0.013 - 0.019],0.660 [0.581 - 0.731],0.031 [0.025 - 0.038]
