,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.781 [0.761 - 0.800],0.709 [0.705 - 0.712],0.710 [0.669 - 0.749],0.709 [0.705 - 0.712],0.024 [0.022 - 0.027],0.419 [0.378 - 0.458],0.047 [0.042 - 0.052]
Demographic,0.722 [0.701 - 0.740],0.664 [0.660 - 0.668],0.664 [0.627 - 0.703],0.664 [0.660 - 0.668],0.020 [0.018 - 0.022],0.328 [0.290 - 0.367],0.039 [0.035 - 0.043]
Protein+Demographic,0.790 [0.772 - 0.808],0.719 [0.715 - 0.723],0.721 [0.682 - 0.758],0.719 [0.715 - 0.723],0.026 [0.023 - 0.028],0.440 [0.401 - 0.478],0.050 [0.045 - 0.054]
