,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.698 [0.669 - 0.724],0.650 [0.646 - 0.654],0.651 [0.595 - 0.699],0.650 [0.646 - 0.655],0.012 [0.010 - 0.014],0.301 [0.247 - 0.350],0.023 [0.020 - 0.027]
Demographic,0.656 [0.627 - 0.682],0.622 [0.618 - 0.626],0.621 [0.568 - 0.676],0.622 [0.618 - 0.626],0.011 [0.009 - 0.012],0.243 [0.190 - 0.298],0.021 [0.018 - 0.024]
Protein+Demographic,0.708 [0.680 - 0.733],0.665 [0.661 - 0.669],0.666 [0.610 - 0.716],0.665 [0.661 - 0.670],0.013 [0.011 - 0.014],0.331 [0.276 - 0.381],0.025 [0.022 - 0.028]
