,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.702 [0.660 - 0.737],0.628 [0.624 - 0.632],0.629 [0.551 - 0.695],0.628 [0.624 - 0.632],0.006 [0.005 - 0.008],0.257 [0.177 - 0.320],0.013 [0.011 - 0.015]
Demographic,0.530 [0.487 - 0.571],0.513 [0.509 - 0.517],0.512 [0.441 - 0.589],0.513 [0.509 - 0.517],0.004 [0.003 - 0.005],0.026 [-0.045 - 0.099],0.008 [0.007 - 0.010]
Protein+Demographic,0.692 [0.649 - 0.727],0.617 [0.612 - 0.621],0.620 [0.546 - 0.682],0.617 [0.612 - 0.621],0.006 [0.005 - 0.007],0.236 [0.162 - 0.299],0.012 [0.010 - 0.015]
