,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.579 [0.544 - 0.614],0.562 [0.557 - 0.566],0.564 [0.504 - 0.622],0.562 [0.557 - 0.566],0.007 [0.006 - 0.008],0.126 [0.067 - 0.182],0.014 [0.012 - 0.016]
Demographic,0.572 [0.540 - 0.602],0.538 [0.534 - 0.542],0.538 [0.479 - 0.595],0.538 [0.534 - 0.542],0.006 [0.005 - 0.007],0.076 [0.017 - 0.132],0.013 [0.011 - 0.015]
Protein+Demographic,0.586 [0.552 - 0.622],0.570 [0.565 - 0.574],0.572 [0.515 - 0.631],0.570 [0.565 - 0.574],0.007 [0.006 - 0.008],0.141 [0.084 - 0.200],0.014 [0.012 - 0.017]
