,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.637 [0.594 - 0.679],0.593 [0.587 - 0.600],0.591 [0.520 - 0.665],0.593 [0.587 - 0.600],0.011 [0.009 - 0.013],0.184 [0.114 - 0.257],0.021 [0.017 - 0.025]
Demographic,0.543 [0.501 - 0.583],0.547 [0.540 - 0.553],0.547 [0.478 - 0.622],0.547 [0.540 - 0.553],0.009 [0.007 - 0.011],0.094 [0.024 - 0.169],0.018 [0.014 - 0.021]
Protein+Demographic,0.626 [0.583 - 0.670],0.610 [0.604 - 0.616],0.607 [0.539 - 0.682],0.610 [0.604 - 0.616],0.011 [0.010 - 0.014],0.218 [0.150 - 0.292],0.023 [0.019 - 0.027]
