,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.701 [0.672 - 0.726],0.650 [0.646 - 0.654],0.650 [0.601 - 0.699],0.650 [0.646 - 0.654],0.012 [0.011 - 0.014],0.300 [0.250 - 0.349],0.024 [0.021 - 0.027]
Demographic,0.626 [0.599 - 0.651],0.599 [0.594 - 0.603],0.599 [0.547 - 0.648],0.599 [0.594 - 0.603],0.010 [0.009 - 0.011],0.197 [0.147 - 0.247],0.020 [0.017 - 0.022]
Protein+Demographic,0.694 [0.663 - 0.718],0.637 [0.633 - 0.641],0.636 [0.584 - 0.682],0.637 [0.633 - 0.641],0.012 [0.010 - 0.013],0.273 [0.221 - 0.320],0.023 [0.020 - 0.026]
