,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.831 [0.798 - 0.860],0.735 [0.731 - 0.739],0.742 [0.691 - 0.792],0.735 [0.731 - 0.739],0.016 [0.014 - 0.018],0.477 [0.424 - 0.526],0.032 [0.028 - 0.036]
Demographic,0.593 [0.558 - 0.626],0.580 [0.575 - 0.584],0.580 [0.525 - 0.633],0.580 [0.575 - 0.584],0.008 [0.007 - 0.009],0.159 [0.104 - 0.214],0.016 [0.014 - 0.019]
Protein+Demographic,0.830 [0.799 - 0.859],0.742 [0.739 - 0.746],0.742 [0.690 - 0.791],0.742 [0.739 - 0.746],0.017 [0.015 - 0.019],0.485 [0.433 - 0.532],0.033 [0.029 - 0.037]
