,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.673 [0.649 - 0.695],0.620 [0.616 - 0.624],0.619 [0.578 - 0.663],0.620 [0.616 - 0.624],0.015 [0.014 - 0.017],0.240 [0.197 - 0.283],0.030 [0.027 - 0.034]
Demographic,0.604 [0.580 - 0.630],0.567 [0.563 - 0.571],0.567 [0.523 - 0.609],0.567 [0.563 - 0.571],0.012 [0.011 - 0.014],0.133 [0.091 - 0.176],0.024 [0.022 - 0.027]
Protein+Demographic,0.677 [0.653 - 0.700],0.622 [0.618 - 0.626],0.621 [0.576 - 0.667],0.622 [0.618 - 0.627],0.016 [0.014 - 0.018],0.243 [0.198 - 0.289],0.030 [0.027 - 0.034]
