,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.781 [0.745 - 0.818],0.720 [0.715 - 0.724],0.719 [0.658 - 0.779],0.720 [0.715 - 0.724],0.011 [0.010 - 0.013],0.438 [0.376 - 0.499],0.022 [0.019 - 0.026]
Demographic,0.631 [0.591 - 0.674],0.597 [0.593 - 0.602],0.598 [0.526 - 0.663],0.597 [0.593 - 0.602],0.007 [0.005 - 0.008],0.195 [0.124 - 0.261],0.013 [0.011 - 0.016]
Protein+Demographic,0.783 [0.745 - 0.819],0.714 [0.709 - 0.718],0.714 [0.653 - 0.775],0.714 [0.709 - 0.718],0.011 [0.009 - 0.013],0.427 [0.365 - 0.489],0.022 [0.018 - 0.026]
