,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.637 [0.630 - 0.645],0.602 [0.598 - 0.606],0.602 [0.591 - 0.613],0.602 [0.598 - 0.607],0.190 [0.185 - 0.195],0.204 [0.193 - 0.217],0.288 [0.282 - 0.295]
Demographic,0.631 [0.624 - 0.637],0.597 [0.593 - 0.602],0.597 [0.586 - 0.608],0.597 [0.592 - 0.602],0.186 [0.182 - 0.192],0.195 [0.182 - 0.206],0.284 [0.278 - 0.291]
Protein+Demographic,0.649 [0.643 - 0.657],0.610 [0.606 - 0.615],0.610 [0.600 - 0.621],0.610 [0.606 - 0.615],0.195 [0.190 - 0.200],0.221 [0.209 - 0.233],0.296 [0.288 - 0.302]
