,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.696 [0.687 - 0.705],0.646 [0.641 - 0.650],0.647 [0.630 - 0.662],0.646 [0.641 - 0.651],0.148 [0.142 - 0.153],0.293 [0.275 - 0.309],0.240 [0.232 - 0.248]
Demographic,0.679 [0.669 - 0.688],0.636 [0.631 - 0.641],0.636 [0.620 - 0.652],0.636 [0.631 - 0.641],0.142 [0.137 - 0.147],0.272 [0.255 - 0.290],0.232 [0.224 - 0.240]
Protein+Demographic,0.704 [0.695 - 0.713],0.651 [0.647 - 0.656],0.652 [0.635 - 0.667],0.651 [0.647 - 0.656],0.151 [0.145 - 0.156],0.303 [0.285 - 0.318],0.245 [0.236 - 0.252]
