,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.667 [0.628 - 0.701],0.609 [0.605 - 0.614],0.611 [0.548 - 0.664],0.609 [0.605 - 0.614],0.008 [0.007 - 0.009],0.220 [0.158 - 0.274],0.016 [0.014 - 0.019]
Demographic,0.563 [0.528 - 0.597],0.536 [0.531 - 0.540],0.537 [0.472 - 0.597],0.536 [0.531 - 0.540],0.006 [0.005 - 0.007],0.073 [0.009 - 0.133],0.012 [0.010 - 0.014]
Protein+Demographic,0.679 [0.641 - 0.712],0.630 [0.626 - 0.635],0.633 [0.572 - 0.690],0.630 [0.626 - 0.635],0.009 [0.008 - 0.010],0.264 [0.200 - 0.320],0.018 [0.015 - 0.020]
