,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.650 [0.625 - 0.674],0.611 [0.607 - 0.615],0.609 [0.568 - 0.647],0.611 [0.607 - 0.615],0.017 [0.015 - 0.019],0.220 [0.179 - 0.258],0.033 [0.030 - 0.036]
Demographic,0.593 [0.569 - 0.617],0.567 [0.562 - 0.571],0.567 [0.522 - 0.607],0.567 [0.562 - 0.571],0.014 [0.013 - 0.016],0.133 [0.088 - 0.174],0.028 [0.025 - 0.031]
Protein+Demographic,0.652 [0.627 - 0.678],0.620 [0.616 - 0.625],0.621 [0.580 - 0.660],0.620 [0.616 - 0.625],0.018 [0.016 - 0.019],0.241 [0.201 - 0.280],0.034 [0.031 - 0.038]
