,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.818 [0.769 - 0.859],0.731 [0.728 - 0.735],0.735 [0.644 - 0.814],0.731 [0.728 - 0.735],0.006 [0.004 - 0.007],0.466 [0.375 - 0.547],0.011 [0.009 - 0.014]
Demographic,0.629 [0.570 - 0.685],0.604 [0.600 - 0.608],0.602 [0.500 - 0.692],0.604 [0.600 - 0.608],0.003 [0.002 - 0.004],0.205 [0.104 - 0.296],0.006 [0.005 - 0.008]
Protein+Demographic,0.813 [0.763 - 0.853],0.726 [0.722 - 0.730],0.725 [0.626 - 0.812],0.726 [0.723 - 0.730],0.005 [0.004 - 0.007],0.452 [0.353 - 0.540],0.011 [0.008 - 0.013]
