,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.769 [0.757 - 0.781],0.698 [0.693 - 0.702],0.697 [0.673 - 0.723],0.698 [0.693 - 0.702],0.078 [0.073 - 0.082],0.395 [0.371 - 0.422],0.140 [0.133 - 0.148]
Demographic,0.741 [0.729 - 0.754],0.673 [0.669 - 0.678],0.672 [0.649 - 0.697],0.673 [0.669 - 0.678],0.070 [0.066 - 0.075],0.346 [0.322 - 0.370],0.127 [0.120 - 0.135]
Protein+Demographic,0.790 [0.778 - 0.803],0.716 [0.711 - 0.720],0.715 [0.693 - 0.739],0.716 [0.711 - 0.720],0.084 [0.079 - 0.089],0.431 [0.408 - 0.455],0.151 [0.143 - 0.159]
