,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.737 [0.712 - 0.762],0.672 [0.668 - 0.676],0.670 [0.628 - 0.710],0.672 [0.668 - 0.676],0.020 [0.018 - 0.022],0.342 [0.301 - 0.382],0.038 [0.035 - 0.042]
Demographic,0.599 [0.577 - 0.622],0.578 [0.574 - 0.583],0.578 [0.534 - 0.619],0.578 [0.574 - 0.583],0.013 [0.012 - 0.015],0.156 [0.113 - 0.197],0.026 [0.023 - 0.029]
Protein+Demographic,0.743 [0.719 - 0.768],0.677 [0.673 - 0.681],0.676 [0.636 - 0.718],0.677 [0.673 - 0.681],0.020 [0.018 - 0.022],0.353 [0.313 - 0.395],0.039 [0.035 - 0.043]
