,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.724 [0.701 - 0.746],0.662 [0.658 - 0.666],0.661 [0.626 - 0.696],0.662 [0.658 - 0.666],0.025 [0.022 - 0.027],0.324 [0.287 - 0.358],0.048 [0.043 - 0.052]
Demographic,0.597 [0.576 - 0.618],0.567 [0.563 - 0.572],0.566 [0.533 - 0.606],0.567 [0.563 - 0.572],0.017 [0.015 - 0.018],0.134 [0.100 - 0.173],0.032 [0.029 - 0.036]
Protein+Demographic,0.724 [0.702 - 0.745],0.659 [0.655 - 0.663],0.659 [0.624 - 0.695],0.659 [0.655 - 0.664],0.024 [0.022 - 0.027],0.318 [0.282 - 0.355],0.047 [0.043 - 0.051]
