,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.611 [0.597 - 0.626],0.580 [0.576 - 0.584],0.579 [0.555 - 0.605],0.580 [0.576 - 0.584],0.037 [0.034 - 0.039],0.159 [0.135 - 0.185],0.069 [0.065 - 0.074]
Demographic,0.638 [0.622 - 0.652],0.600 [0.595 - 0.604],0.599 [0.573 - 0.626],0.600 [0.595 - 0.604],0.040 [0.037 - 0.043],0.199 [0.172 - 0.226],0.075 [0.070 - 0.080]
Protein+Demographic,0.642 [0.628 - 0.656],0.605 [0.601 - 0.609],0.604 [0.579 - 0.631],0.605 [0.601 - 0.609],0.041 [0.038 - 0.043],0.209 [0.183 - 0.235],0.076 [0.071 - 0.081]
