,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.933 [0.905 - 0.956],0.874 [0.871 - 0.877],0.873 [0.818 - 0.918],0.874 [0.871 - 0.877],0.024 [0.021 - 0.028],0.747 [0.692 - 0.791],0.047 [0.040 - 0.055]
Demographic,0.663 [0.617 - 0.709],0.622 [0.618 - 0.626],0.620 [0.547 - 0.693],0.622 [0.618 - 0.626],0.006 [0.005 - 0.007],0.241 [0.167 - 0.315],0.012 [0.010 - 0.014]
Protein+Demographic,0.931 [0.904 - 0.955],0.881 [0.878 - 0.884],0.873 [0.819 - 0.920],0.881 [0.878 - 0.884],0.026 [0.022 - 0.030],0.754 [0.699 - 0.801],0.050 [0.042 - 0.058]
