,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.715 [0.695 - 0.734],0.645 [0.641 - 0.650],0.647 [0.614 - 0.678],0.645 [0.640 - 0.650],0.039 [0.036 - 0.043],0.292 [0.259 - 0.323],0.074 [0.068 - 0.080]
Demographic,0.642 [0.624 - 0.660],0.601 [0.596 - 0.605],0.602 [0.569 - 0.633],0.601 [0.596 - 0.605],0.033 [0.030 - 0.035],0.202 [0.170 - 0.235],0.062 [0.057 - 0.067]
Protein+Demographic,0.729 [0.711 - 0.748],0.668 [0.664 - 0.673],0.670 [0.637 - 0.700],0.668 [0.664 - 0.673],0.043 [0.040 - 0.047],0.337 [0.305 - 0.369],0.082 [0.075 - 0.088]
