,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.712 [0.698 - 0.726],0.653 [0.649 - 0.657],0.653 [0.627 - 0.681],0.653 [0.649 - 0.657],0.044 [0.041 - 0.047],0.306 [0.280 - 0.335],0.082 [0.076 - 0.088]
Demographic,0.684 [0.669 - 0.699],0.637 [0.633 - 0.642],0.637 [0.610 - 0.665],0.637 [0.633 - 0.642],0.041 [0.038 - 0.044],0.274 [0.247 - 0.303],0.077 [0.072 - 0.082]
Protein+Demographic,0.724 [0.710 - 0.739],0.666 [0.662 - 0.670],0.666 [0.641 - 0.694],0.666 [0.662 - 0.671],0.046 [0.043 - 0.050],0.332 [0.307 - 0.360],0.087 [0.081 - 0.092]
