,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.884 [0.872 - 0.896],0.794 [0.790 - 0.797],0.794 [0.763 - 0.824],0.794 [0.790 - 0.797],0.047 [0.043 - 0.051],0.588 [0.555 - 0.619],0.089 [0.082 - 0.096]
Demographic,0.810 [0.795 - 0.825],0.750 [0.746 - 0.753],0.749 [0.716 - 0.779],0.750 [0.746 - 0.753],0.037 [0.034 - 0.041],0.499 [0.464 - 0.529],0.071 [0.065 - 0.077]
Protein+Demographic,0.894 [0.882 - 0.906],0.812 [0.809 - 0.816],0.813 [0.781 - 0.840],0.812 [0.809 - 0.816],0.053 [0.049 - 0.057],0.625 [0.592 - 0.653],0.100 [0.092 - 0.107]
