,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.594 [0.544 - 0.642],0.579 [0.575 - 0.583],0.576 [0.496 - 0.656],0.579 [0.575 - 0.583],0.003 [0.003 - 0.004],0.156 [0.076 - 0.235],0.007 [0.005 - 0.008]
Demographic,0.681 [0.633 - 0.724],0.618 [0.614 - 0.622],0.617 [0.532 - 0.695],0.618 [0.614 - 0.622],0.004 [0.003 - 0.005],0.236 [0.149 - 0.312],0.008 [0.006 - 0.010]
Protein+Demographic,0.639 [0.594 - 0.684],0.627 [0.623 - 0.631],0.623 [0.546 - 0.710],0.627 [0.623 - 0.632],0.004 [0.003 - 0.005],0.250 [0.173 - 0.336],0.008 [0.007 - 0.010]
