,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.560 [0.533 - 0.590],0.537 [0.533 - 0.542],0.537 [0.488 - 0.586],0.537 [0.533 - 0.542],0.010 [0.009 - 0.011],0.075 [0.025 - 0.124],0.019 [0.017 - 0.022]
Demographic,0.567 [0.542 - 0.595],0.552 [0.547 - 0.557],0.554 [0.509 - 0.603],0.552 [0.547 - 0.556],0.010 [0.009 - 0.012],0.106 [0.059 - 0.156],0.021 [0.018 - 0.023]
Protein+Demographic,0.596 [0.570 - 0.623],0.583 [0.579 - 0.588],0.581 [0.533 - 0.630],0.583 [0.579 - 0.588],0.012 [0.010 - 0.013],0.164 [0.116 - 0.213],0.023 [0.020 - 0.026]
