,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.723 [0.693 - 0.753],0.662 [0.658 - 0.666],0.661 [0.610 - 0.714],0.662 [0.658 - 0.666],0.012 [0.011 - 0.014],0.323 [0.274 - 0.376],0.024 [0.021 - 0.027]
Demographic,0.576 [0.548 - 0.604],0.546 [0.542 - 0.550],0.543 [0.494 - 0.598],0.546 [0.542 - 0.550],0.008 [0.007 - 0.009],0.089 [0.039 - 0.144],0.015 [0.013 - 0.017]
Protein+Demographic,0.729 [0.700 - 0.757],0.667 [0.663 - 0.671],0.668 [0.617 - 0.717],0.667 [0.663 - 0.671],0.013 [0.011 - 0.014],0.335 [0.284 - 0.385],0.025 [0.022 - 0.028]
