,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.599 [0.550 - 0.644],0.562 [0.555 - 0.568],0.566 [0.488 - 0.645],0.562 [0.555 - 0.568],0.008 [0.006 - 0.010],0.127 [0.051 - 0.208],0.016 [0.013 - 0.020]
Demographic,0.556 [0.509 - 0.604],0.547 [0.541 - 0.554],0.541 [0.461 - 0.623],0.547 [0.541 - 0.554],0.008 [0.006 - 0.009],0.089 [0.009 - 0.173],0.015 [0.012 - 0.018]
Protein+Demographic,0.616 [0.569 - 0.664],0.584 [0.578 - 0.591],0.582 [0.503 - 0.659],0.584 [0.578 - 0.591],0.009 [0.007 - 0.011],0.165 [0.084 - 0.245],0.017 [0.014 - 0.021]
