,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.676 [0.653 - 0.696],0.634 [0.628 - 0.641],0.635 [0.594 - 0.669],0.634 [0.628 - 0.641],0.052 [0.047 - 0.057],0.269 [0.228 - 0.304],0.096 [0.087 - 0.105]
Demographic,0.616 [0.595 - 0.636],0.583 [0.577 - 0.590],0.584 [0.548 - 0.619],0.583 [0.577 - 0.590],0.042 [0.038 - 0.046],0.167 [0.129 - 0.201],0.079 [0.072 - 0.086]
Protein+Demographic,0.681 [0.659 - 0.702],0.644 [0.638 - 0.650],0.645 [0.604 - 0.682],0.644 [0.638 - 0.651],0.054 [0.049 - 0.059],0.290 [0.246 - 0.327],0.100 [0.090 - 0.109]
