,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.582 [0.555 - 0.609],0.553 [0.549 - 0.557],0.554 [0.506 - 0.601],0.553 [0.549 - 0.557],0.009 [0.008 - 0.011],0.107 [0.060 - 0.154],0.018 [0.016 - 0.021]
Demographic,0.559 [0.534 - 0.585],0.531 [0.526 - 0.535],0.531 [0.478 - 0.580],0.531 [0.526 - 0.535],0.009 [0.007 - 0.010],0.061 [0.007 - 0.110],0.017 [0.015 - 0.019]
Protein+Demographic,0.600 [0.575 - 0.626],0.574 [0.570 - 0.578],0.574 [0.525 - 0.621],0.574 [0.570 - 0.578],0.010 [0.009 - 0.011],0.148 [0.098 - 0.195],0.020 [0.017 - 0.022]
