,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.710 [0.703 - 0.717],0.654 [0.650 - 0.658],0.655 [0.642 - 0.667],0.654 [0.650 - 0.659],0.177 [0.172 - 0.183],0.309 [0.296 - 0.322],0.279 [0.272 - 0.287]
Demographic,0.686 [0.678 - 0.693],0.637 [0.632 - 0.640],0.637 [0.623 - 0.650],0.636 [0.632 - 0.641],0.167 [0.161 - 0.171],0.274 [0.259 - 0.287],0.264 [0.257 - 0.271]
Protein+Demographic,0.715 [0.708 - 0.722],0.656 [0.653 - 0.660],0.657 [0.644 - 0.669],0.656 [0.652 - 0.661],0.179 [0.173 - 0.184],0.313 [0.300 - 0.326],0.281 [0.274 - 0.288]
