,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.528 [0.490 - 0.565],0.522 [0.517 - 0.527],0.520 [0.453 - 0.592],0.522 [0.517 - 0.527],0.005 [0.004 - 0.006],0.043 [-0.025 - 0.115],0.010 [0.008 - 0.012]
Demographic,0.565 [0.523 - 0.604],0.555 [0.550 - 0.560],0.556 [0.490 - 0.624],0.555 [0.550 - 0.560],0.006 [0.005 - 0.007],0.111 [0.045 - 0.179],0.011 [0.009 - 0.013]
Protein+Demographic,0.536 [0.500 - 0.575],0.516 [0.512 - 0.521],0.522 [0.452 - 0.589],0.516 [0.512 - 0.521],0.005 [0.004 - 0.006],0.037 [-0.032 - 0.105],0.010 [0.008 - 0.012]
