,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.718 [0.696 - 0.740],0.661 [0.657 - 0.665],0.659 [0.618 - 0.697],0.661 [0.657 - 0.665],0.020 [0.018 - 0.022],0.320 [0.278 - 0.359],0.039 [0.035 - 0.043]
Demographic,0.698 [0.677 - 0.719],0.652 [0.647 - 0.656],0.653 [0.609 - 0.692],0.652 [0.647 - 0.656],0.019 [0.017 - 0.021],0.304 [0.261 - 0.344],0.037 [0.034 - 0.041]
Protein+Demographic,0.724 [0.702 - 0.746],0.675 [0.670 - 0.679],0.671 [0.632 - 0.712],0.675 [0.670 - 0.679],0.021 [0.019 - 0.023],0.346 [0.306 - 0.386],0.041 [0.037 - 0.045]
