,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.716 [0.666 - 0.766],0.670 [0.666 - 0.674],0.667 [0.586 - 0.750],0.670 [0.666 - 0.674],0.005 [0.004 - 0.007],0.337 [0.255 - 0.420],0.010 [0.008 - 0.013]
Demographic,0.627 [0.582 - 0.668],0.595 [0.590 - 0.599],0.590 [0.507 - 0.675],0.595 [0.590 - 0.599],0.004 [0.003 - 0.005],0.185 [0.100 - 0.271],0.008 [0.006 - 0.010]
Protein+Demographic,0.721 [0.671 - 0.770],0.681 [0.677 - 0.685],0.683 [0.603 - 0.761],0.681 [0.677 - 0.685],0.006 [0.005 - 0.007],0.363 [0.285 - 0.442],0.011 [0.009 - 0.014]
