,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.611 [0.594 - 0.631],0.576 [0.571 - 0.580],0.574 [0.545 - 0.606],0.576 [0.571 - 0.580],0.025 [0.023 - 0.027],0.149 [0.119 - 0.183],0.048 [0.044 - 0.052]
Demographic,0.587 [0.569 - 0.604],0.557 [0.553 - 0.561],0.557 [0.526 - 0.587],0.557 [0.553 - 0.561],0.023 [0.021 - 0.025],0.114 [0.082 - 0.145],0.045 [0.041 - 0.048]
Protein+Demographic,0.614 [0.596 - 0.633],0.582 [0.578 - 0.586],0.580 [0.549 - 0.613],0.582 [0.578 - 0.586],0.026 [0.024 - 0.028],0.163 [0.131 - 0.196],0.049 [0.045 - 0.053]
