,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.829 [0.820 - 0.837],0.747 [0.743 - 0.750],0.747 [0.729 - 0.764],0.747 [0.743 - 0.751],0.117 [0.112 - 0.123],0.494 [0.476 - 0.511],0.202 [0.194 - 0.211]
Demographic,0.768 [0.759 - 0.778],0.700 [0.696 - 0.704],0.700 [0.681 - 0.718],0.700 [0.696 - 0.704],0.095 [0.090 - 0.100],0.400 [0.380 - 0.418],0.167 [0.159 - 0.175]
Protein+Demographic,0.832 [0.824 - 0.841],0.751 [0.748 - 0.755],0.752 [0.734 - 0.770],0.751 [0.748 - 0.755],0.120 [0.114 - 0.125],0.504 [0.485 - 0.521],0.207 [0.198 - 0.215]
