,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.863 [0.811 - 0.905],0.794 [0.791 - 0.798],0.791 [0.716 - 0.864],0.794 [0.791 - 0.798],0.008 [0.007 - 0.010],0.586 [0.509 - 0.658],0.017 [0.013 - 0.021]
Demographic,0.685 [0.633 - 0.737],0.627 [0.622 - 0.631],0.630 [0.542 - 0.720],0.627 [0.622 - 0.631],0.004 [0.003 - 0.005],0.256 [0.169 - 0.345],0.007 [0.006 - 0.009]
Protein+Demographic,0.864 [0.815 - 0.907],0.805 [0.801 - 0.808],0.800 [0.723 - 0.870],0.805 [0.801 - 0.808],0.009 [0.007 - 0.011],0.605 [0.526 - 0.677],0.018 [0.014 - 0.022]
