,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.630 [0.573 - 0.681],0.598 [0.593 - 0.602],0.600 [0.508 - 0.685],0.598 [0.594 - 0.602],0.003 [0.003 - 0.004],0.198 [0.106 - 0.282],0.006 [0.005 - 0.008]
Demographic,0.576 [0.521 - 0.633],0.561 [0.558 - 0.566],0.562 [0.470 - 0.652],0.561 [0.558 - 0.566],0.003 [0.002 - 0.004],0.124 [0.032 - 0.214],0.006 [0.004 - 0.007]
Protein+Demographic,0.642 [0.585 - 0.698],0.608 [0.604 - 0.613],0.609 [0.515 - 0.697],0.608 [0.604 - 0.613],0.003 [0.003 - 0.004],0.218 [0.123 - 0.305],0.007 [0.005 - 0.008]
