,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.541 [0.483 - 0.599],0.555 [0.551 - 0.559],0.548 [0.462 - 0.646],0.555 [0.551 - 0.559],0.002 [0.002 - 0.003],0.104 [0.015 - 0.202],0.005 [0.004 - 0.006]
Demographic,0.634 [0.573 - 0.688],0.600 [0.596 - 0.604],0.600 [0.505 - 0.690],0.600 [0.596 - 0.604],0.003 [0.002 - 0.004],0.201 [0.102 - 0.289],0.006 [0.004 - 0.007]
Protein+Demographic,0.591 [0.527 - 0.648],0.557 [0.553 - 0.561],0.549 [0.452 - 0.648],0.557 [0.553 - 0.561],0.002 [0.002 - 0.003],0.107 [0.008 - 0.206],0.005 [0.004 - 0.006]
