,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.647 [0.618 - 0.671],0.609 [0.605 - 0.614],0.607 [0.558 - 0.656],0.609 [0.605 - 0.614],0.011 [0.010 - 0.013],0.217 [0.168 - 0.266],0.022 [0.020 - 0.025]
Demographic,0.657 [0.633 - 0.679],0.610 [0.605 - 0.614],0.610 [0.562 - 0.659],0.610 [0.606 - 0.614],0.011 [0.010 - 0.013],0.220 [0.172 - 0.269],0.023 [0.020 - 0.025]
Protein+Demographic,0.685 [0.660 - 0.708],0.634 [0.629 - 0.638],0.633 [0.587 - 0.680],0.634 [0.629 - 0.638],0.013 [0.011 - 0.014],0.267 [0.220 - 0.314],0.025 [0.022 - 0.028]
