,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.885 [0.858 - 0.909],0.817 [0.813 - 0.820],0.816 [0.770 - 0.860],0.817 [0.813 - 0.820],0.023 [0.020 - 0.026],0.632 [0.586 - 0.677],0.044 [0.038 - 0.050]
Demographic,0.616 [0.580 - 0.651],0.587 [0.582 - 0.591],0.586 [0.529 - 0.645],0.587 [0.582 - 0.591],0.007 [0.006 - 0.008],0.173 [0.114 - 0.232],0.014 [0.012 - 0.016]
Protein+Demographic,0.887 [0.862 - 0.911],0.813 [0.809 - 0.816],0.812 [0.764 - 0.856],0.813 [0.809 - 0.816],0.022 [0.019 - 0.025],0.625 [0.578 - 0.669],0.043 [0.037 - 0.048]
