,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.568 [0.538 - 0.602],0.546 [0.542 - 0.551],0.545 [0.490 - 0.602],0.546 [0.542 - 0.551],0.008 [0.006 - 0.009],0.092 [0.038 - 0.149],0.015 [0.013 - 0.017]
Demographic,0.466 [0.432 - 0.498],0.473 [0.469 - 0.477],0.475 [0.416 - 0.528],0.473 [0.469 - 0.477],0.006 [0.005 - 0.007],-0.052 [-0.110 - 0.001],0.011 [0.009 - 0.013]
Protein+Demographic,0.563 [0.530 - 0.596],0.546 [0.541 - 0.550],0.548 [0.494 - 0.603],0.546 [0.541 - 0.550],0.008 [0.006 - 0.009],0.093 [0.040 - 0.148],0.015 [0.013 - 0.017]
