,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.789 [0.778 - 0.799],0.715 [0.711 - 0.719],0.715 [0.697 - 0.735],0.715 [0.711 - 0.719],0.110 [0.105 - 0.116],0.430 [0.411 - 0.450],0.191 [0.183 - 0.200]
Demographic,0.762 [0.752 - 0.772],0.694 [0.690 - 0.699],0.695 [0.676 - 0.714],0.694 [0.690 - 0.699],0.101 [0.096 - 0.106],0.389 [0.370 - 0.409],0.176 [0.168 - 0.184]
Protein+Demographic,0.801 [0.791 - 0.811],0.721 [0.717 - 0.726],0.721 [0.702 - 0.740],0.721 [0.717 - 0.726],0.113 [0.108 - 0.119],0.443 [0.422 - 0.462],0.196 [0.188 - 0.204]
