,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.629 [0.574 - 0.675],0.598 [0.594 - 0.602],0.600 [0.508 - 0.680],0.598 [0.594 - 0.602],0.004 [0.003 - 0.004],0.197 [0.107 - 0.277],0.007 [0.005 - 0.009]
Demographic,0.604 [0.555 - 0.646],0.561 [0.557 - 0.564],0.560 [0.471 - 0.644],0.561 [0.557 - 0.565],0.003 [0.002 - 0.004],0.121 [0.030 - 0.206],0.006 [0.005 - 0.008]
Protein+Demographic,0.642 [0.587 - 0.690],0.595 [0.590 - 0.599],0.591 [0.500 - 0.675],0.595 [0.590 - 0.599],0.004 [0.003 - 0.004],0.185 [0.092 - 0.269],0.007 [0.005 - 0.009]
