,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.862 [0.835 - 0.887],0.780 [0.776 - 0.783],0.782 [0.728 - 0.833],0.780 [0.776 - 0.784],0.015 [0.013 - 0.018],0.562 [0.508 - 0.615],0.030 [0.026 - 0.034]
Demographic,0.635 [0.596 - 0.671],0.612 [0.608 - 0.616],0.613 [0.542 - 0.668],0.612 [0.608 - 0.616],0.007 [0.006 - 0.008],0.224 [0.156 - 0.281],0.014 [0.011 - 0.016]
Protein+Demographic,0.859 [0.829 - 0.886],0.789 [0.785 - 0.792],0.791 [0.734 - 0.842],0.789 [0.785 - 0.792],0.016 [0.014 - 0.019],0.580 [0.521 - 0.631],0.032 [0.027 - 0.036]
