,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.707 [0.697 - 0.716],0.653 [0.648 - 0.658],0.653 [0.636 - 0.669],0.653 [0.648 - 0.658],0.157 [0.151 - 0.163],0.306 [0.289 - 0.323],0.253 [0.244 - 0.262]
Demographic,0.611 [0.601 - 0.620],0.580 [0.575 - 0.585],0.581 [0.564 - 0.598],0.580 [0.575 - 0.585],0.120 [0.115 - 0.126],0.161 [0.144 - 0.178],0.199 [0.192 - 0.207]
Protein+Demographic,0.707 [0.697 - 0.716],0.649 [0.644 - 0.654],0.649 [0.634 - 0.665],0.649 [0.644 - 0.654],0.155 [0.149 - 0.161],0.298 [0.282 - 0.315],0.250 [0.241 - 0.258]
