,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.951 [0.934 - 0.967],0.899 [0.896 - 0.902],0.903 [0.871 - 0.936],0.899 [0.896 - 0.902],0.069 [0.060 - 0.077],0.802 [0.769 - 0.834],0.128 [0.113 - 0.142]
Demographic,0.833 [0.809 - 0.855],0.754 [0.750 - 0.759],0.754 [0.704 - 0.801],0.754 [0.750 - 0.759],0.025 [0.021 - 0.028],0.508 [0.458 - 0.556],0.048 [0.041 - 0.055]
Protein+Demographic,0.957 [0.941 - 0.971],0.904 [0.901 - 0.907],0.903 [0.870 - 0.937],0.904 [0.901 - 0.907],0.072 [0.063 - 0.081],0.807 [0.774 - 0.841],0.134 [0.118 - 0.149]
