,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.648 [0.622 - 0.673],0.606 [0.602 - 0.610],0.607 [0.564 - 0.649],0.606 [0.602 - 0.610],0.016 [0.014 - 0.018],0.213 [0.169 - 0.255],0.031 [0.028 - 0.034]
Demographic,0.586 [0.562 - 0.610],0.567 [0.562 - 0.571],0.568 [0.527 - 0.609],0.567 [0.562 - 0.571],0.014 [0.012 - 0.015],0.134 [0.092 - 0.175],0.027 [0.024 - 0.030]
Protein+Demographic,0.648 [0.623 - 0.672],0.608 [0.604 - 0.612],0.608 [0.565 - 0.650],0.608 [0.604 - 0.612],0.016 [0.014 - 0.018],0.216 [0.174 - 0.259],0.031 [0.028 - 0.035]
