,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.933 [0.920 - 0.944],0.862 [0.859 - 0.864],0.862 [0.830 - 0.888],0.862 [0.859 - 0.864],0.054 [0.049 - 0.059],0.723 [0.691 - 0.751],0.102 [0.093 - 0.111]
Demographic,0.775 [0.754 - 0.795],0.719 [0.715 - 0.723],0.719 [0.676 - 0.759],0.719 [0.715 - 0.723],0.023 [0.021 - 0.025],0.438 [0.395 - 0.478],0.045 [0.040 - 0.049]
Protein+Demographic,0.933 [0.919 - 0.944],0.861 [0.858 - 0.863],0.862 [0.830 - 0.890],0.861 [0.857 - 0.863],0.054 [0.049 - 0.059],0.723 [0.690 - 0.751],0.101 [0.093 - 0.110]
